age,sleep_hours,sleep_quality_score,sleep_quality_category,daily_screen_time_hours,phone_usage_before_sleep_minutes,phone_usage_before_sleep_category,poor_quality_and_short_sleep,high_phone_usage_low_sleep,occupation,gender,stress_category
50,5.31,3.77,poor,7.0,64,high,1,1,Doctor,Female,high
22,5.68,7.4,moderate,4.83,47,medium,0,0,Software Engineer,Male,medium
51,7.03,3.62,poor,8.9,94,high,0,0,Doctor,Male,high
57,4.18,3.42,poor,7.15,83,high,1,1,Researcher,Male,high
28,5.05,6.22,moderate,6.74,35,medium,0,0,Teacher,Other,high
20,4.88,4.51,poor,7.56,86,high,1,1,Doctor,Female,high
50,5.64,5.5,moderate,7.64,80,high,0,1,Student,Female,high
28,7.89,5.81,moderate,5.44,44,medium,0,0,Teacher,Female,high
33,8.54,9.53,good,4.77,9,low,0,0,Researcher,Male,low
35,4.06,3.93,poor,9.18,8,low,1,0,Designer,Male,high
47,5.29,5.59,moderate,5.48,45,medium,0,0,Student,Male,high
27,4.13,6.53,moderate,2.94,16,low,0,0,Researcher,Male,medium
35,8.31,5.44,moderate,5.69,66,high,0,0,Manager,Female,high
55,4.99,8.7,good,1.31,32,medium,0,0,Software Engineer,Female,low
36,7.85,5.94,moderate,7.51,64,high,0,0,Doctor,Other,high
53,4.17,8.46,good,2.14,19,low,0,0,Doctor,Male,low
30,5.99,8.45,good,2.01,65,high,0,1,Student,Female,low
20,5.79,5.77,moderate,9.52,15,low,0,0,Doctor,Female,high
27,5.65,4.22,poor,7.95,72,high,1,1,Doctor,Female,high
55,6.85,6.17,moderate,4.73,13,low,0,0,Designer,Female,high
18,5.96,8.5,good,3.16,0,low,0,0,Researcher,Male,medium
44,6.02,6.2,moderate,8.59,34,medium,0,0,Doctor,Female,high
25,4.95,5.3,moderate,9.72,81,high,0,1,Doctor,Female,high
59,6.07,5.19,moderate,5.58,0,low,0,0,Designer,Female,high
34,7.71,4.53,poor,6.22,42,medium,0,0,Researcher,Male,high
26,5.62,5.75,moderate,3.19,68,high,0,1,Manager,Male,high
23,8.29,6.82,moderate,6.3,74,high,0,0,Doctor,Male,medium
42,4.83,7.18,moderate,4.61,101,high,0,1,Manager,Female,medium
56,8.23,4.09,poor,8.61,87,high,0,0,Researcher,Female,high
45,7.08,6.08,moderate,4.39,102,high,0,0,Designer,Male,high
50,6.12,5.44,moderate,6.84,108,high,0,0,Software Engineer,Female,high
54,4.18,7.42,moderate,2.83,95,high,0,1,Researcher,Male,medium
26,4.63,10.0,good,1.82,54,medium,0,0,Researcher,Male,low
35,6.07,8.67,good,1.36,15,low,0,0,Doctor,Female,low
38,8.39,7.14,moderate,4.74,66,high,0,0,Researcher,Female,medium
19,8.78,6.98,moderate,2.47,110,high,0,0,Student,Male,low
55,8.65,5.12,moderate,9.94,62,high,0,0,Teacher,Male,high
57,5.37,5.34,moderate,8.19,71,high,0,1,Software Engineer,Female,high
53,5.28,4.74,poor,7.24,95,high,1,1,Doctor,Male,high
54,7.7,5.02,moderate,8.23,21,low,0,0,Student,Female,high
32,8.7,7.16,moderate,3.36,55,medium,0,0,Teacher,Female,medium
45,4.67,3.51,poor,8.91,51,medium,1,0,Designer,Male,high
35,5.89,4.03,poor,9.96,111,high,1,1,Doctor,Male,high
51,8.18,6.36,moderate,3.61,80,high,0,0,Freelancer,Female,medium
39,6.46,4.8,poor,9.86,26,low,0,0,Manager,Female,high
28,8.21,5.48,moderate,3.88,63,high,0,0,Manager,Female,medium
30,4.58,9.07,good,1.11,44,medium,0,0,Designer,Male,low
21,7.89,6.25,moderate,4.3,66,high,0,0,Software Engineer,Female,medium
39,5.95,7.22,moderate,9.98,25,low,0,0,Manager,Male,high
24,7.47,5.67,moderate,6.72,98,high,0,0,Teacher,Female,high
41,5.47,4.04,poor,7.26,12,low,1,0,Manager,Female,high
21,7.46,8.3,good,3.15,80,high,0,0,Freelancer,Male,low
45,7.51,8.58,good,2.31,29,low,0,0,Freelancer,Female,medium
32,6.1,2.41,poor,8.97,92,high,0,0,Teacher,Male,high
18,8.85,5.14,moderate,4.72,77,high,0,0,Manager,Female,high
20,4.0,7.94,good,1.04,29,low,0,0,Designer,Male,low
31,7.37,7.98,good,3.65,100,high,0,0,Designer,Female,medium
55,8.54,6.6,moderate,2.76,43,medium,0,0,Manager,Male,medium
18,8.29,6.05,moderate,6.43,47,medium,0,0,Freelancer,Female,high
55,6.82,3.52,poor,7.81,101,high,0,0,Software Engineer,Female,high
55,8.48,6.48,moderate,5.48,8,low,0,0,Researcher,Other,high
38,4.54,8.3,good,2.67,47,medium,0,0,Student,Female,low
46,6.72,8.13,good,1.52,95,high,0,0,Freelancer,Male,low
22,8.91,6.03,moderate,3.82,55,medium,0,0,Manager,Male,medium
27,8.96,2.69,poor,8.25,67,high,0,0,Freelancer,Male,high
45,7.4,6.24,moderate,4.78,5,low,0,0,Researcher,Female,high
38,4.84,6.09,moderate,3.27,114,high,0,1,Freelancer,Male,medium
24,4.56,8.91,good,1.19,64,high,0,1,Doctor,Male,low
20,8.61,6.29,moderate,5.46,88,high,0,0,Student,Male,high
37,8.4,6.15,moderate,7.16,103,high,0,0,Freelancer,Female,high
36,5.58,7.62,good,2.71,101,high,0,1,Manager,Male,low
52,8.66,5.24,moderate,5.83,66,high,0,0,Freelancer,Male,high
21,4.65,7.56,good,4.79,20,low,0,0,Teacher,Male,medium
22,5.47,3.03,poor,7.34,77,high,1,1,Doctor,Female,high
18,7.22,5.81,moderate,8.75,29,low,0,0,Researcher,Female,high
21,4.85,7.85,good,3.76,56,medium,0,0,Software Engineer,Male,medium
29,8.95,3.4,poor,9.14,54,medium,0,0,Student,Female,high
44,5.11,8.1,good,7.36,1,low,0,0,Student,Male,high
59,5.23,9.36,good,1.33,47,medium,0,0,Doctor,Male,low
40,6.37,6.92,moderate,8.12,21,low,0,0,Software Engineer,Male,high
42,7.89,8.11,good,5.45,12,low,0,0,Freelancer,Female,medium
38,4.6,3.13,poor,9.51,88,high,1,1,Manager,Female,high
41,7.34,5.71,moderate,3.91,111,high,0,0,Software Engineer,Male,medium
42,4.5,5.26,moderate,6.32,42,medium,0,0,Manager,Female,high
49,4.47,1.57,poor,9.61,74,high,1,1,Student,Male,high
49,4.21,7.05,moderate,3.44,111,high,0,1,Freelancer,Other,medium
22,6.72,7.49,moderate,5.25,73,high,0,0,Manager,Female,medium
53,6.18,5.23,moderate,7.77,48,medium,0,0,Student,Female,high
59,5.54,7.61,good,7.22,107,high,0,1,Designer,Female,medium
59,6.64,4.54,poor,8.55,36,medium,0,0,Doctor,Other,high
56,6.51,4.41,poor,5.68,88,high,0,0,Freelancer,Other,high
33,6.37,6.67,moderate,3.87,107,high,0,0,Software Engineer,Female,medium
50,4.86,6.6,moderate,5.82,34,medium,0,0,Teacher,Male,high
38,8.48,8.51,good,4.15,18,low,0,0,Doctor,Male,low
26,7.1,8.66,good,2.59,27,low,0,0,Researcher,Male,low
23,4.64,6.53,moderate,5.99,105,high,0,1,Manager,Female,high
52,5.28,5.88,moderate,1.44,111,high,0,1,Designer,Male,low
56,7.82,8.38,good,1.33,56,medium,0,0,Doctor,Female,low
39,7.88,6.95,moderate,1.58,114,high,0,0,Student,Female,low
58,7.63,6.37,moderate,7.05,60,medium,0,0,Doctor,Female,high
22,7.95,6.15,moderate,4.66,42,medium,0,0,Freelancer,Male,high
59,6.99,4.44,poor,5.45,111,high,0,0,Manager,Female,high
40,5.44,6.92,moderate,4.09,59,medium,0,0,Doctor,Male,medium
34,5.79,8.44,good,3.28,9,low,0,0,Freelancer,Female,low
29,6.55,7.09,moderate,4.22,78,high,0,0,Doctor,Female,medium
40,5.23,6.13,moderate,2.74,95,high,0,1,Manager,Male,high
33,8.27,6.11,moderate,7.11,66,high,0,0,Teacher,Female,high
20,7.73,7.45,moderate,1.92,23,low,0,0,Designer,Male,low
47,8.9,5.26,moderate,5.65,73,high,0,0,Doctor,Female,high
39,6.08,6.54,moderate,5.29,43,medium,0,0,Doctor,Male,high
26,8.35,8.7,good,3.72,29,low,0,0,Teacher,Female,low
46,7.9,6.04,moderate,1.92,104,high,0,0,Software Engineer,Male,medium
54,8.16,5.27,moderate,7.33,114,high,0,0,Doctor,Female,high
40,7.44,5.31,moderate,6.13,96,high,0,0,Freelancer,Male,high
30,5.75,5.62,moderate,8.29,44,medium,0,0,Manager,Male,high
49,5.22,6.28,moderate,3.12,88,high,0,1,Researcher,Female,medium
40,5.36,4.12,poor,8.12,102,high,1,1,Freelancer,Male,high
34,6.83,6.59,moderate,3.63,117,high,0,0,Manager,Female,medium
57,8.4,9.83,good,2.01,59,medium,0,0,Researcher,Male,low
38,6.25,5.54,moderate,2.21,115,high,0,0,Doctor,Male,medium
19,6.99,7.0,moderate,2.99,52,medium,0,0,Software Engineer,Female,medium
54,7.67,4.19,poor,7.14,102,high,0,0,Manager,Female,high
23,8.28,8.21,good,3.2,24,low,0,0,Freelancer,Female,medium
35,7.24,3.59,poor,6.43,101,high,0,0,Researcher,Female,high
47,7.15,5.73,moderate,3.31,75,high,0,0,Researcher,Male,high
39,8.94,9.72,good,4.29,3,low,0,0,Freelancer,Male,low
50,8.31,3.79,poor,9.01,91,high,0,0,Doctor,Male,high
47,7.67,5.42,moderate,5.5,83,high,0,0,Doctor,Female,high
34,8.16,8.14,good,6.4,73,high,0,0,Doctor,Female,medium
49,9.0,7.66,good,2.7,30,medium,0,0,Designer,Male,medium
59,6.53,8.15,good,2.18,18,low,0,0,Manager,Male,low
31,7.53,7.73,good,4.72,1,low,0,0,Student,Male,high
27,8.07,6.43,moderate,8.7,3,low,0,0,Designer,Other,high
53,6.22,5.5,moderate,3.17,78,high,0,0,Software Engineer,Female,medium
51,8.77,8.0,good,6.6,37,medium,0,0,Designer,Male,medium
26,5.91,5.96,moderate,8.85,32,medium,0,0,Freelancer,Female,high
59,5.22,5.64,moderate,9.41,17,low,0,0,Designer,Male,high
45,7.39,2.72,poor,9.94,103,high,0,0,Teacher,Female,high
28,4.4,5.43,moderate,7.87,31,medium,0,0,Software Engineer,Female,high
31,4.63,8.3,good,1.68,95,high,0,1,Researcher,Male,medium
56,8.85,3.76,poor,8.84,76,high,0,0,Software Engineer,Female,high
36,5.41,4.62,poor,8.97,114,high,1,1,Software Engineer,Female,high
32,4.17,5.83,moderate,6.02,79,high,0,1,Designer,Male,high
45,6.37,7.13,moderate,1.61,32,medium,0,0,Software Engineer,Female,low
41,8.34,5.83,moderate,5.29,33,medium,0,0,Manager,Male,high
25,5.67,7.12,moderate,2.9,50,medium,0,0,Teacher,Female,medium
26,6.1,6.24,moderate,4.98,62,high,0,0,Doctor,Male,medium
50,4.78,4.81,poor,7.52,77,high,1,1,Designer,Male,high
50,5.73,5.13,moderate,7.01,46,medium,0,0,Doctor,Female,high
36,8.83,4.22,poor,8.02,65,high,0,0,Doctor,Female,high
20,8.39,7.0,moderate,5.29,12,low,0,0,Researcher,Male,high
27,7.7,6.15,moderate,5.6,51,medium,0,0,Designer,Other,high
57,7.93,2.43,poor,9.42,92,high,0,0,Manager,Male,high
59,7.35,5.9,moderate,6.68,51,medium,0,0,Researcher,Male,high
18,4.59,6.0,moderate,7.73,42,medium,0,0,Designer,Female,medium
46,4.59,5.03,moderate,6.98,105,high,0,1,Software Engineer,Male,high
51,6.69,4.56,poor,6.76,97,high,0,0,Researcher,Male,high
30,6.98,4.7,poor,9.22,60,medium,0,0,Teacher,Female,high
18,8.86,6.93,moderate,4.21,80,high,0,0,Designer,Male,medium
51,6.26,8.02,good,4.85,2,low,0,0,Doctor,Other,medium
46,8.59,6.73,moderate,4.42,93,high,0,0,Designer,Male,medium
30,8.95,5.41,moderate,7.89,67,high,0,0,Teacher,Female,high
46,8.22,2.64,poor,8.82,94,high,0,0,Student,Male,high
56,5.99,6.44,moderate,4.22,58,medium,0,0,Manager,Male,medium
41,7.77,7.04,moderate,2.28,53,medium,0,0,Doctor,Female,low
43,6.73,4.56,poor,5.45,68,high,0,0,Student,Female,high
34,4.99,3.14,poor,9.86,1,low,1,0,Student,Female,high
24,4.65,8.91,good,2.83,67,high,0,1,Researcher,Male,medium
30,4.35,6.43,moderate,5.07,43,medium,0,0,Freelancer,Female,medium
22,5.63,9.18,good,3.44,37,medium,0,0,Teacher,Male,low
43,7.44,5.65,moderate,9.3,59,medium,0,0,Researcher,Female,high
20,8.57,4.4,poor,5.96,115,high,0,0,Researcher,Female,high
24,5.6,7.11,moderate,6.21,26,low,0,0,Manager,Male,high
56,6.66,9.12,good,1.07,90,high,0,0,Designer,Female,low
18,6.34,6.21,moderate,6.88,14,low,0,0,Student,Male,high
34,4.54,8.16,good,3.76,38,medium,0,0,Freelancer,Female,medium
42,7.8,6.94,moderate,5.62,37,medium,0,0,Software Engineer,Female,medium
20,6.6,7.77,good,5.78,53,medium,0,0,Designer,Male,medium
32,8.59,5.53,moderate,6.33,62,high,0,0,Manager,Female,medium
46,8.18,5.47,moderate,8.41,57,medium,0,0,Doctor,Male,high
49,5.39,6.74,moderate,3.69,61,high,0,1,Designer,Female,medium
43,5.56,6.06,moderate,3.31,77,high,0,1,Researcher,Male,high
33,6.68,4.36,poor,8.16,17,low,0,0,Teacher,Female,high
42,4.63,6.77,moderate,7.47,28,low,0,0,Freelancer,Male,medium
45,5.26,8.17,good,3.03,70,high,0,1,Researcher,Male,medium
26,8.11,9.12,good,1.01,56,medium,0,0,Teacher,Female,low
18,4.77,5.66,moderate,6.99,101,high,0,1,Doctor,Male,high
46,6.73,8.43,good,2.41,23,low,0,0,Doctor,Male,low
39,5.97,4.61,poor,9.61,37,medium,1,0,Doctor,Female,high
33,5.0,7.33,moderate,6.44,5,low,0,0,Freelancer,Female,medium
58,8.85,5.66,moderate,8.65,19,low,0,0,Freelancer,Female,high
58,8.13,3.15,poor,8.25,117,high,0,0,Teacher,Male,high
24,5.33,6.79,moderate,6.02,41,medium,0,0,Researcher,Female,high
31,7.93,6.72,moderate,4.95,99,high,0,0,Manager,Male,high
46,4.03,5.49,moderate,5.47,73,high,0,1,Freelancer,Female,high
36,5.39,5.4,moderate,8.23,21,low,0,0,Manager,Female,high
36,4.54,7.61,good,6.76,32,medium,0,0,Freelancer,Female,high
19,6.12,6.83,moderate,2.85,86,high,0,0,Designer,Male,medium
58,7.19,5.4,moderate,6.48,45,medium,0,0,Student,Female,medium
32,4.86,7.36,moderate,4.64,113,high,0,1,Student,Female,medium
20,5.2,8.2,good,1.55,53,medium,0,0,Software Engineer,Female,low
28,5.96,6.81,moderate,4.43,104,high,0,1,Teacher,Male,medium
47,7.15,6.44,moderate,3.05,41,medium,0,0,Doctor,Female,medium
57,5.55,4.9,poor,8.55,50,medium,1,0,Manager,Female,high
35,7.01,7.53,good,1.94,67,high,0,0,Freelancer,Male,medium
19,5.75,7.23,moderate,4.25,84,high,0,1,Designer,Male,medium
49,5.29,6.28,moderate,7.26,55,medium,0,0,Manager,Male,high
25,8.28,3.04,poor,9.08,76,high,0,0,Teacher,Male,high
39,5.91,8.35,good,4.02,41,medium,0,0,Researcher,Male,low
23,8.59,7.19,moderate,6.46,12,low,0,0,Software Engineer,Male,high
29,5.53,8.13,good,4.36,53,medium,0,0,Researcher,Female,medium
57,6.71,9.2,good,2.83,11,low,0,0,Manager,Female,low
53,4.27,7.7,good,3.93,87,high,0,1,Student,Male,medium
32,7.4,4.83,poor,6.72,34,medium,0,0,Designer,Female,high
45,7.98,5.24,moderate,7.45,82,high,0,0,Student,Female,high
35,8.86,9.43,good,4.34,8,low,0,0,Researcher,Male,medium
19,8.18,8.37,good,2.37,12,low,0,0,Designer,Male,medium
30,5.56,8.82,good,2.26,21,low,0,0,Researcher,Female,low
32,6.78,5.38,moderate,8.31,39,medium,0,0,Doctor,Female,high
37,6.96,7.34,moderate,6.88,35,medium,0,0,Researcher,Female,high
46,4.28,4.88,poor,7.55,116,high,1,1,Designer,Female,high
59,4.36,3.97,poor,5.39,91,high,1,1,Freelancer,Male,high
46,5.63,6.41,moderate,5.12,40,medium,0,0,Doctor,Female,high
20,7.72,7.57,good,2.9,6,low,0,0,Teacher,Male,low
36,5.43,7.18,moderate,2.52,93,high,0,1,Researcher,Male,medium
20,8.37,7.04,moderate,2.39,94,high,0,0,Student,Male,low
31,7.22,3.56,poor,9.93,116,high,0,0,Designer,Male,high
57,6.34,6.98,moderate,8.39,54,medium,0,0,Designer,Female,high
21,6.7,4.92,poor,6.64,74,high,0,0,Software Engineer,Female,high
28,5.66,5.16,moderate,2.93,93,high,0,1,Student,Other,high
48,8.87,6.72,moderate,4.04,78,high,0,0,Teacher,Male,high
49,4.88,7.45,moderate,4.16,12,low,0,0,Doctor,Other,medium
44,8.3,4.92,poor,5.3,98,high,0,0,Teacher,Female,high
47,7.39,5.87,moderate,4.8,98,high,0,0,Software Engineer,Male,medium
19,7.56,3.58,poor,9.41,19,low,0,0,Teacher,Female,high
26,8.18,3.83,poor,7.49,106,high,0,0,Researcher,Female,high
45,4.68,7.17,moderate,1.73,57,medium,0,0,Doctor,Male,low
48,7.48,6.35,moderate,4.24,22,low,0,0,Student,Female,medium
51,7.88,8.1,good,2.2,52,medium,0,0,Manager,Female,low
32,8.92,7.28,moderate,3.51,36,medium,0,0,Software Engineer,Female,medium
42,7.74,5.82,moderate,9.63,19,low,0,0,Freelancer,Female,high
53,8.76,4.83,poor,7.35,119,high,0,0,Designer,Male,high
25,8.25,9.53,good,1.07,18,low,0,0,Designer,Female,low
26,8.38,7.76,good,3.96,107,high,0,0,Student,Female,medium
54,8.58,6.85,moderate,4.95,17,low,0,0,Researcher,Male,high
56,6.66,7.0,moderate,6.42,67,high,0,0,Manager,Male,high
49,7.56,6.31,moderate,5.5,60,medium,0,0,Teacher,Female,high
34,4.62,8.45,good,1.63,71,high,0,1,Freelancer,Male,low
52,5.78,8.03,good,5.64,45,medium,0,0,Freelancer,Female,medium
54,8.4,8.61,good,2.17,93,high,0,0,Designer,Female,low
36,8.89,6.24,moderate,5.67,47,medium,0,0,Software Engineer,Male,high
46,4.56,8.6,good,3.21,19,low,0,0,Manager,Male,medium
24,6.93,7.28,moderate,2.3,71,high,0,0,Researcher,Male,medium
45,7.67,7.58,good,3.59,68,high,0,0,Doctor,Female,low
26,6.58,8.03,good,1.9,104,high,0,0,Researcher,Female,low
45,5.16,6.86,moderate,3.56,33,medium,0,0,Freelancer,Female,medium
23,4.21,3.65,poor,8.8,103,high,1,1,Teacher,Male,high
46,8.76,9.88,good,3.76,6,low,0,0,Manager,Female,low
34,5.18,6.78,moderate,5.23,49,medium,0,0,Researcher,Female,medium
33,5.5,6.82,moderate,5.68,52,medium,0,0,Freelancer,Male,medium
40,7.21,7.41,moderate,2.6,85,high,0,0,Researcher,Female,medium
48,6.14,5.27,moderate,4.98,72,high,0,0,Doctor,Male,high
20,6.12,3.42,poor,8.68,10,low,0,0,Manager,Female,high
38,4.41,8.36,good,1.72,75,high,0,1,Manager,Male,medium
43,8.96,3.71,poor,9.31,7,low,0,0,Teacher,Male,high
53,5.42,4.89,poor,8.84,31,medium,1,0,Software Engineer,Female,high
59,4.55,5.12,moderate,8.7,62,high,0,1,Doctor,Female,high
54,7.41,7.41,moderate,2.79,54,medium,0,0,Software Engineer,Male,medium
39,7.76,5.5,moderate,5.36,58,medium,0,0,Researcher,Female,high
59,4.13,6.02,moderate,6.55,62,high,0,1,Doctor,Female,medium
29,5.35,8.32,good,1.9,16,low,0,0,Freelancer,Male,low
59,4.97,7.52,good,6.01,25,low,0,0,Freelancer,Female,high
30,7.94,4.83,poor,8.56,50,medium,0,0,Teacher,Female,high
28,4.92,4.88,poor,9.43,32,medium,1,0,Researcher,Female,high
33,5.18,8.99,good,3.5,25,low,0,0,Software Engineer,Male,low
25,8.93,7.57,good,3.6,21,low,0,0,Freelancer,Female,low
57,7.51,5.99,moderate,3.44,66,high,0,0,Teacher,Female,medium
57,5.94,5.81,moderate,2.38,94,high,0,1,Manager,Female,high
19,7.77,6.52,moderate,4.88,77,high,0,0,Manager,Male,high
47,6.33,4.82,poor,8.06,81,high,0,0,Teacher,Female,high
47,5.06,4.89,poor,7.41,97,high,1,1,Researcher,Male,high
29,6.44,4.51,poor,9.1,103,high,0,0,Doctor,Female,high
27,7.86,6.75,moderate,4.2,62,high,0,0,Freelancer,Other,medium
28,4.89,8.99,good,6.15,16,low,0,0,Manager,Male,medium
32,6.43,6.04,moderate,7.9,40,medium,0,0,Doctor,Male,high
33,4.6,3.99,poor,9.08,75,high,1,1,Software Engineer,Female,high
34,8.21,3.41,poor,8.85,38,medium,0,0,Designer,Female,high
43,8.09,6.14,moderate,5.19,32,medium,0,0,Manager,Male,high
19,7.37,6.15,moderate,9.16,31,medium,0,0,Manager,Female,high
29,8.6,8.58,good,5.0,20,low,0,0,Student,Female,medium
43,6.0,5.72,moderate,9.13,52,medium,0,0,Researcher,Female,high
40,4.66,4.16,poor,7.99,63,high,1,1,Doctor,Female,high
35,8.88,7.32,moderate,2.99,77,high,0,0,Researcher,Male,low
49,6.57,4.72,poor,9.37,65,high,0,0,Teacher,Female,high
55,6.38,8.98,good,3.18,48,medium,0,0,Student,Male,low
20,4.32,4.49,poor,9.18,70,high,1,1,Software Engineer,Male,high
55,6.85,4.97,poor,6.54,78,high,0,0,Student,Male,high
20,7.22,4.97,poor,7.01,30,medium,0,0,Student,Female,high
47,6.37,8.1,good,1.98,91,high,0,0,Designer,Female,medium
18,8.55,6.56,moderate,1.59,40,medium,0,0,Designer,Male,low
47,7.71,4.01,poor,9.72,71,high,0,0,Student,Female,high
49,4.19,8.04,good,4.03,70,high,0,1,Designer,Female,medium
45,6.71,5.63,moderate,8.6,35,medium,0,0,Freelancer,Female,high
38,8.97,5.64,moderate,7.34,73,high,0,0,Designer,Female,medium
30,5.0,5.05,moderate,6.44,38,medium,0,0,Student,Male,high
44,7.09,3.25,poor,7.17,110,high,0,0,Doctor,Male,high
53,5.37,7.27,moderate,1.8,93,high,0,1,Designer,Female,low
24,5.86,4.98,poor,4.71,108,high,1,1,Student,Female,high
39,4.17,4.83,poor,6.46,103,high,1,1,Researcher,Male,high
27,7.44,5.61,moderate,8.81,40,medium,0,0,Doctor,Female,high
56,7.83,6.07,moderate,7.43,40,medium,0,0,Researcher,Female,high
32,7.86,7.96,good,3.28,4,low,0,0,Manager,Female,medium
32,8.85,3.44,poor,9.86,84,high,0,0,Designer,Male,high
21,8.19,6.06,moderate,6.79,5,low,0,0,Student,Female,high
49,5.04,6.7,moderate,5.51,61,high,0,1,Designer,Female,high
40,5.15,8.29,good,8.03,15,low,0,0,Doctor,Male,high
23,7.84,4.82,poor,6.42,79,high,0,0,Freelancer,Male,high
41,7.88,4.08,poor,7.39,87,high,0,0,Student,Male,high
37,4.62,5.06,moderate,6.55,109,high,0,1,Doctor,Female,high
54,4.03,7.37,moderate,2.61,18,low,0,0,Researcher,Male,medium
37,6.01,6.23,moderate,5.89,82,high,0,0,Researcher,Male,high
29,7.47,8.67,good,3.55,111,high,0,0,Manager,Male,low
50,8.33,8.39,good,6.13,36,medium,0,0,Researcher,Male,medium
45,4.83,7.46,moderate,2.13,63,high,0,1,Teacher,Male,medium
25,8.08,6.55,moderate,3.09,58,medium,0,0,Software Engineer,Female,medium
18,7.42,5.28,moderate,8.28,96,high,0,0,Researcher,Female,high
54,4.83,7.33,moderate,4.65,68,high,0,1,Freelancer,Female,medium
39,8.37,5.75,moderate,7.06,72,high,0,0,Teacher,Male,high
23,8.66,5.71,moderate,5.48,84,high,0,0,Designer,Male,high
38,5.33,8.4,good,4.07,6,low,0,0,Doctor,Male,low
49,4.74,6.35,moderate,5.46,41,medium,0,0,Researcher,Male,medium
52,8.84,6.1,moderate,8.32,24,low,0,0,Student,Male,high
32,4.11,7.66,good,3.53,55,medium,0,0,Freelancer,Male,low
22,8.74,6.75,moderate,4.79,46,medium,0,0,Doctor,Other,high
23,5.08,7.99,good,2.82,84,high,0,1,Designer,Male,medium
42,6.19,4.94,poor,4.16,107,high,0,0,Student,Female,high
57,5.54,5.08,moderate,8.97,76,high,0,1,Freelancer,Male,high
46,4.77,6.06,moderate,8.07,49,medium,0,0,Teacher,Male,high
24,5.76,5.59,moderate,4.36,84,high,0,1,Researcher,Female,high
57,6.7,6.79,moderate,2.19,73,high,0,0,Doctor,Male,medium
30,4.47,4.43,poor,4.78,87,high,1,1,Software Engineer,Male,high
55,8.05,5.4,moderate,7.95,90,high,0,0,Freelancer,Other,high
35,8.0,8.83,good,1.39,32,medium,0,0,Manager,Female,low
19,7.99,4.71,poor,7.71,25,low,0,0,Manager,Male,high
25,7.43,5.82,moderate,7.12,99,high,0,0,Designer,Male,high
28,6.28,8.53,good,1.58,16,low,0,0,Designer,Female,low
50,8.17,5.59,moderate,6.72,20,low,0,0,Doctor,Female,high
55,8.26,7.57,good,3.69,108,high,0,0,Teacher,Male,low
44,5.43,7.81,good,2.6,1,low,0,0,Teacher,Male,low
37,6.4,6.38,moderate,4.46,78,high,0,0,Software Engineer,Female,medium
29,5.01,7.56,good,2.85,43,medium,0,0,Software Engineer,Male,low
48,5.28,4.47,poor,8.42,65,high,1,1,Doctor,Male,high
44,5.19,4.31,poor,7.68,70,high,1,1,Student,Female,high
49,8.13,5.45,moderate,9.83,35,medium,0,0,Teacher,Male,high
27,5.25,6.18,moderate,5.81,45,medium,0,0,Freelancer,Female,high
20,6.73,7.89,good,1.8,49,medium,0,0,Freelancer,Female,low
44,7.14,6.02,moderate,4.31,106,high,0,0,Freelancer,Female,high
52,7.72,3.47,poor,8.55,95,high,0,0,Student,Male,high
48,4.15,7.23,moderate,4.57,66,high,0,1,Researcher,Male,medium
32,6.38,7.15,moderate,5.1,2,low,0,0,Researcher,Male,high
33,5.46,6.85,moderate,4.71,113,high,0,1,Student,Male,medium
30,8.17,8.56,good,3.12,118,high,0,0,Doctor,Female,low
52,4.18,7.78,good,1.66,32,medium,0,0,Researcher,Male,low
28,5.03,5.84,moderate,2.63,44,medium,0,0,Software Engineer,Male,medium
38,5.58,7.3,moderate,4.28,24,low,0,0,Student,Male,high
28,4.39,6.98,moderate,3.21,36,medium,0,0,Doctor,Male,medium
47,5.98,5.45,moderate,6.15,35,medium,0,0,Software Engineer,Female,high
52,7.72,5.54,moderate,6.53,34,medium,0,0,Student,Female,high
39,5.06,6.96,moderate,6.13,18,low,0,0,Student,Female,high
55,7.77,6.35,moderate,1.76,44,medium,0,0,Freelancer,Female,medium
48,6.65,5.69,moderate,7.0,111,high,0,0,Software Engineer,Female,high
31,5.72,7.74,good,4.46,82,high,0,1,Manager,Male,medium
41,5.84,3.04,poor,8.9,96,high,1,1,Software Engineer,Male,high
49,4.58,6.03,moderate,5.73,17,low,0,0,Designer,Female,high
53,5.25,8.69,good,1.76,26,low,0,0,Freelancer,Male,low
49,7.66,7.66,good,1.08,93,high,0,0,Designer,Male,low
32,8.31,5.8,moderate,7.32,30,medium,0,0,Doctor,Other,high
52,5.33,7.05,moderate,4.6,38,medium,0,0,Doctor,Male,medium
20,6.94,6.39,moderate,3.59,66,high,0,0,Researcher,Female,medium
33,4.17,7.03,moderate,5.02,21,low,0,0,Teacher,Female,medium
22,4.39,7.51,good,1.65,51,medium,0,0,Designer,Male,medium
38,8.82,8.11,good,4.53,9,low,0,0,Software Engineer,Male,medium
27,8.48,5.61,moderate,3.83,116,high,0,0,Researcher,Female,high
36,4.41,4.42,poor,8.2,7,low,1,0,Researcher,Male,high
42,8.11,6.67,moderate,2.57,33,medium,0,0,Designer,Male,medium
21,4.51,4.37,poor,7.81,105,high,1,1,Manager,Female,high
46,8.14,6.31,moderate,5.5,52,medium,0,0,Freelancer,Male,high
36,8.57,8.1,good,1.74,17,low,0,0,Researcher,Male,low
